name,state,total_mwh,total_cust,no,type,saidi_nomed,saifi_nomed,caidi_nomed,circuits,voltage,nerc,gen_mwh,purchase_mwh,ba,pv_mwh,wind_mwh,nm_mwh,ee_mwh,dem_res_customers,dem_res_mwh,wind_pct
Public Service Co of Colorado,CO,29156848.0,1499395.0,15466.0,Investor Owned,92.694,0.875,105.936,793.0,30.0,WECC,23942892.0,22572657.0,PSCO,0.0,0.0,0.0,595454.0,198748.0,112.731,
"Duke Energy Indiana, LLC",IN,27836983.0,840116.0,15470.0,Investor Owned,140,1.06,132.07547,1253.0,0.0,RFC,21144343.0,11947586.0,MISO,0.0,0.0,0.0,202050.14,104.0,0.0,
Public Service Co of NH,NH,3338801.0,400893.0,15472.0,Investor Owned,229.61,1.197,191.82122,377.0,0.0,NPCC,0.0,4431573.0,ISNE,0.0,0.0,0.0,96651.536,40.0,5.0,
Public Service Co of NM,NM,9013639.0,530259.0,15473.0,Investor Owned,103.39,0.887,116.56144,492.0,376.0,WECC,9577698.0,3165610.0,PNM,0.0,0.0,0.0,77935.0,44412.0,304.0,
Public Service Co of Oklahoma,OK,18555555.0,557421.0,15474.0,Investor Owned,125.1,1.322,94.629349,769.0,75.0,SPP,6937724.0,14195742.0,SWPP,264.257,0.095,264.352,133353.0,16570.0,47.0,
Public Service Elec & Gas Co,NJ,21560363.0,2034027.0,15477.0,Investor Owned,48.11,0.67,71.80597,2943.0,0.0,RFC,159192.0,22675318.0,PJM,0.0,0.0,0.0,32934.726,0.0,0.0,
Puget Sound Energy Inc,WA,20833230.0,1165611.0,15500.0,Investor Owned,136,0.96,141.66667,1123.0,42.0,WECC,13420042.0,15771178.0,PSEI,0.0,0.0,0.0,253034.424,,,
City of Pulaski - (TN),TN,423128.0,14601.0,15507.0,Municipal,123,1.61,76.397516,34.0,0.0,SERC,0.0,444990.0,,,,,,,,
City of Purcell - (OK),OK,53626.0,2892.0,15515.0,Municipal,.,.,.,3.0,3.0,MRO,0.0,63490.0,,,,,,,,
Randolph Electric Member Corp,NC,516382.0,32223.0,15671.0,Cooperative,95.759,1.363,70.256053,73.0,59.0,SERC,0.0,544582.0,,,,,810.0,238.0,0.0,
Rayle Electric Membership Corp,GA,273000.0,18555.0,15700.0,Cooperative,170.219,2.015,84.475931,50.0,0.0,SERC,0.0,290289.0,SOCO,100.558,0.0,100.558,0.0,,,
Town of Reading - (MA),MA,647221.0,29775.0,15748.0,Municipal,16.399,0.255,64.309804,27.0,24.0,NPCC,299.0,671071.0,ISNE,929.652,0.0,929.652,1963.349,19.0,0.0,
Redwood Electric Coop,MN,134802.0,4449.0,15750.0,Cooperative,23.2,0.374,62.032086,42.0,0.0,MRO,0.0,141375.0,MISO,101.84,43.278,145.118,,,,
City of Redding - (CA),CA,719486.0,43879.0,15783.0,Municipal,77.4,0.874,88.558352,68.0,0.0,WECC,257928.0,814370.0,BANC,0.0,0.0,0.0,5421.0,,,
Renville-Sibley Coop Pwr Assn,MN,163161.0,1882.0,15845.0,Cooperative,91.143,0.875,104.16343,36.0,0.0,MRO,0.0,166747.0,MISO,164.015,9.08,173.329,,,,
Rice Lake Utilities,WI,159181.0,5988.0,15938.0,Municipal,8.94,.,.,6.0,6.0,MRO,0.0,164164.0,MISO,0.0,0.0,0.0,0.0,,,
City of Richland Center - (WI),WI,110371.0,2952.0,15978.0,Municipal,.,.,.,12.0,0.0,MISO,0.0,113035.0,MISO,0.0,0.0,0.0,,,,
City of Richland - (WA),WA,911106.0,24966.0,15979.0,Municipal,10.846,0.363,29.878788,74.0,0.0,WECC,0.0,1003797.0,BPAT,968.405,0.0,968.405,,,,
City of Richmond - (IN),IN,893530.0,21078.0,15989.0,Municipal,.,.,.,74.0,0.0,RFC,0.0,924646.0,,,,,,,,
"Rio Grande Electric Coop, Inc",TX,509675.0,13324.0,16057.0,Cooperative,281.713,.,.,56.0,0.0,TRE,0.0,547473.0,ERCO,130.845,1.572,132.417,,,,
Riverland Energy Cooperative,WI,281108.0,18259.0,16060.0,Cooperative,129.23,0.776,166.53351,76.0,0.0,MRO,0.0,292574.0,,,,,3084.0,7301.0,0.0,
"Rita Blanca Electric Coop, Inc",TX,587320.0,7961.0,16063.0,Cooperative,.,.,.,55.0,0.0,SPP,0.0,625380.0,SWPP,0.0,0.0,0.0,,,,
City of River Falls,WI,126660.0,6605.0,16082.0,Municipal,24.109,0.176,136.98295,20.0,20.0,MISO,1626.0,128083.0,MISO,0.0,0.0,0.0,,,,
City of Riverside - (CA),CA,2105661.0,110439.0,16088.0,Municipal,64.7,0.64,101.09375,138.0,138.0,WECC,100407.0,2124663.0,CISO,555.0,0.0,555.0,17327.0,,,
Roanoke Electric Member Corp,NC,272893.0,14187.0,16101.0,Cooperative,264.2,1.533,172.34181,42.0,0.0,SERC,0.0,308415.0,PJM,3.147,0.0,3.147,668.0,629.0,0.1,
"Navasota Valley Elec Coop, Inc",TX,363587.0,19859.0,16146.0,Cooperative,570.86,3.538,161.35105,53.0,52.0,TRE,0.0,387401.0,ERCO,45.01,0.0,45.01,,,,
Rochelle Municipal Utilities,IL,354770.0,6907.0,16179.0,Municipal,.,.,.,21.0,6.0,RFC,2728.0,361438.0,PJM,0.0,0.0,0.0,,,,
Rochester Public Utilities,MN,1174458.0,55919.0,16181.0,Municipal,39.171,0.613,63.900489,80.0,44.0,MRO,74651.0,1204808.0,MISO,852.753,0.093,852.846,20876.0,7887.0,271.0,
Rochester Gas & Electric Corp,NY,2970442.0,320396.0,16183.0,Investor Owned,.,.,.,576.0,0.0,NPCC,27256.0,3446693.0,NYIS,0.0,0.0,0.0,42050.0,6867.0,282.0,
City of Rock Hill - (SC),SC,849164.0,39471.0,16195.0,Municipal,92.82,1.502,61.797603,38.0,0.0,SERC,0.0,887105.0,DUK,0.0,0.0,0.0,,3122.0,0.0,
Rockland Electric Co,NJ,972048.0,68263.0,16213.0,Investor Owned,.,.,.,89.0,0.0,,,,NYIS,0.0,0.0,0.0,,,,
Village of Rockville Centre - (NY),NY,197448.0,10896.0,16217.0,Municipal,.,.,.,54.0,9.0,NPCC,910.0,209893.0,,,,,,,,
City of Rockwood - (TN),TN,307620.0,14709.0,16223.0,Municipal,190.333,1.697,112.15852,19.0,19.0,SERC,0.0,321772.0,,,,,,,,
City of Rocky Mount - (NC),NC,699987.0,28331.0,16226.0,Municipal,72.02,1.69,42.615385,45.0,45.0,,,,,,,,,,,
City of Rolla - (MO),MO,303056.0,9609.0,16259.0,Municipal,.,.,.,50.0,0.0,SERC,106.0,320754.0,MISO,0.0,0.0,0.0,,,,
City of Roseville - (CA),CA,1133635.0,61657.0,16295.0,Municipal,.,.,.,101.0,0.0,WECC,294117.0,907872.0,BANC,0.0,0.0,0.0,15357.0,3592.0,0.0,
Runestone Electric Assn,MN,238264.0,14588.0,16368.0,Cooperative,69.42,1.03,67.398058,57.0,0.0,MRO,31.0,239091.0,MISO,0.0,0.0,0.0,,,,
Town of Rowley - (MA),MA,43668.0,3101.0,16377.0,Municipal,43.27,.,.,4.0,4.0,NPCC,0.0,48243.0,,,,,,,,
"Rural Electric Coop, Inc",OK,405523.0,11796.0,16382.0,Cooperative,234.1,2.435,96.13963,52.0,0.0,SPP,0.0,426258.0,SWPP,0.0,0.0,0.0,,,,
Rural Electric Conven Coop,IL,114013.0,5862.0,16420.0,Cooperative,86.96,1.087,80,28.0,0.0,RFC,1946.0,121885.0,MISO,0.0,0.0,0.0,,,,
City of Russell - (KS),KS,111059.0,3365.0,16440.0,Municipal,5.136,0.314,16.356688,16.0,10.0,SPP,1358.0,122651.0,SWPP,5.8,4.8,10.6,,,,
"Rusk County Electric Coop, Inc",TX,635932.0,22387.0,16461.0,Cooperative,403.6,.,.,41.0,0.0,SPP,0.0,665935.0,SWPP,31.484,5.712,37.196,,,,
City of Ruston - (LA),LA,262580.0,10841.0,16463.0,Municipal,.,.,.,19.0,19.0,SERC,0.0,273813.0,MISO,0.0,0.0,0.0,,,,
Rutherford Elec Member Corp,NC,1301651.0,70835.0,16496.0,Cooperative,55.15,0.581,94.922547,201.0,0.0,SERC,0.0,1368803.0,DUK,485.12,0.0,485.12,,7525.0,0.0,
Sac-Osage Electric Coop Inc,MO,145706.0,11135.0,16511.0,Cooperative,.,.,.,34.0,0.0,SERC,0.0,156636.0,AECI,97.789,0.0,97.789,,,,
Sacramento Municipal Util Dist,CA,10166238.0,633683.0,16534.0,Political Subdivision,.,.,.,754.0,121.0,WECC,7143944.0,5378843.0,BANC,0.0,0.0,0.0,117011.0,85082.0,259.46,
Salem Electric - (OR),OR,318968.0,20052.0,16555.0,Cooperative,.,.,.,23.0,0.0,WECC,0.0,329273.0,BPAT,0.0,0.0,0.0,2519.0,,,
City of Salem - (VA),VA,359020.0,13532.0,16558.0,Municipal,15.76,0.118,133.55932,45.0,0.0,RFC,0.0,379717.0,PJM,0.0,0.0,0.0,,,,
Salt River Project,AZ,28853719.0,1076347.0,16572.0,Political Subdivision,43.27,0.71,60.943662,1416.0,0.0,WECC,32896105.0,5082396.0,SRP,47669.0,0.0,47669.0,644377.0,21938.0,113.02,
Salt River Electric Coop Corp,KY,1225304.0,52831.0,16587.0,Cooperative,78.83,1.05,75.07619,100.0,55.0,RFC,0.0,1269912.0,PJM,147.6,0.0,147.6,,,,
"San Luis Valley R E C, Inc",CO,221014.0,12709.0,16603.0,Cooperative,103.2,0.096,1075,54.0,0.0,WECC,0.0,229818.0,WACM,0.0,0.0,0.0,49.0,,,
City of San Antonio - (TX),TX,22664813.0,850161.0,16604.0,Municipal,54.86,0.79,69.443038,614.0,22.0,TRE,25208143.0,4911730.0,ERCO,0.0,0.0,0.0,172463.0,485576.0,25354.0,
"Santee Electric Coop, Inc",SC,1243324.0,43484.0,16606.0,Cooperative,159.75,.,.,138.0,0.0,,,,SC,0.0,0.0,0.0,16.0,46.0,125.0,
San Diego Gas & Electric Co,CA,14405807.0,1452138.0,16609.0,Investor Owned,68.64,0.596,115.16779,1061.0,757.0,WECC,2558141.0,22486042.0,CISO,33.37,0.0,33.37,242605.0,895133.0,335.64,
Access Energy Coop,IA,445667.0,8910.0,16611.0,Cooperative,.,.,.,64.0,64.0,SERC,0.0,455080.0,,,,,,,,
Sam Houston Electric Coop Inc,TX,1465283.0,76776.0,16613.0,Cooperative,310,.,.,117.0,0.0,SERC,0.0,1556608.0,,,,,,,,
"San Isabel Electric Assn, Inc",CO,424326.0,24450.0,16616.0,Cooperative,.,.,.,87.0,0.0,WECC,0.0,452983.0,WACM,1404.855,3.742,1408.597,,,,
San Patricio Electric Coop Inc,TX,297423.0,11624.0,16627.0,Cooperative,154.688,1.699,91.046498,39.0,38.0,TRE,0.0,314137.0,ERCO,0.0,0.0,0.0,,19.0,0.0,
"San Bernard Electric Coop, Inc",TX,700011.0,28911.0,16638.0,Cooperative,100.7,1.202,83.777038,58.0,0.0,TRE,0.0,746640.0,ERCO,0.0,0.0,0.0,,,,
Sangre De Cristo Elec Assn Inc,CO,120790.0,12754.0,16649.0,Cooperative,198.4,1.606,123.53674,23.0,0.0,WECC,547.0,130966.0,WACM,415.55,0.0,473.287,,,,
City of Santa Clara - (CA),CA,3571590.0,56903.0,16655.0,Municipal,.,.,.,177.0,0.0,WECC,3272393.0,299197.0,CISO,0.0,0.0,0.0,31639.0,,,
City of Sauk Centre - (MN),MN,60936.0,2366.0,16679.0,Municipal,7.72,0.23,33.565217,4.0,0.0,MRO,0.0,63564.0,MISO,0.0,12.9,12.9,735.3,,,
Scenic Rivers Energy Coop,WI,226924.0,14188.0,16740.0,Cooperative,.,.,.,73.0,0.0,MRO,0.0,238489.0,MISO,1040.0,0.938,1040.938,485.0,6418.0,0.0,
Three Rivers Electric Coop,MO,403052.0,22931.0,16751.0,Cooperative,162.783,0.94,173.1734,67.0,0.0,SERC,0.0,427783.0,AECI,14.72,0.0,15.506,,,,
SEMO Electric Cooperative,MO,333893.0,15879.0,16805.0,Cooperative,.,.,.,64.0,0.0,SERC,0.0,356420.0,AECI,0.0,0.0,0.0,,358.0,20.2,
City of Scottsboro,AL,324806.0,8347.0,16829.0,Municipal,167.726,3.51,47.785185,16.0,16.0,SERC,0.0,340094.0,,,,,,,,
City of Seaford- (DE),DE,106937.0,3929.0,16852.0,Municipal,.,.,.,9.0,9.0,RFC,0.0,114850.0,PJM,27.204,0.0,27.204,,2.0,0.396,
"Heartland Rural Elec Coop, Inc",KS,185785.0,11212.0,16854.0,Cooperative,168.29,1.47,114.48299,46.0,0.0,SPP,207.0,198193.0,SWPP,0.0,0.0,0.0,,2120.0,0.0,
Sawnee Electric Membership Corporation,GA,3656585.0,183053.0,16865.0,Cooperative,43.8,0.69,63.478261,216.0,160.0,SERC,0.0,3787249.0,SOCO,0.0,0.0,0.0,649.767,56428.0,125.82,
City of Seattle - (WA),WA,9082792.0,470380.0,16868.0,Municipal,75.2,0.49,153.46939,236.0,0.0,WECC,5334991.0,6793339.0,SCL,0.0,0.0,0.0,111735.064,,,
City of Seguin - (TX),TX,320804.0,8545.0,16900.0,Municipal,.,.,.,17.0,17.0,TRE,0.0,333672.0,,,,,,,,
Sedgwick County El Coop Assn Inc,KS,142338.0,6953.0,16920.0,Cooperative,206.526,1.462,141.26265,21.0,0.0,SPP,62.0,149196.0,SWPP,0.0,0.0,0.0,104.0,50.0,10.0,
City of Seneca - (SC),SC,137043.0,7629.0,16921.0,Municipal,.,.,.,8.0,0.0,SERC,1869.0,170880.0,,,,,,,,
Sequachee Valley Electric Coop,TN,819809.0,35803.0,16930.0,Cooperative,232.058,3.57,65.002241,45.0,11.0,SERC,0.0,856702.0,,,,,,,,
Sevier County Electric System,TN,1493228.0,55865.0,16949.0,Municipal,326.593,2.919,111.88523,80.0,0.0,SERC,0.0,1546368.0,,,,,,,,
Shakopee Public Utilities Comm,MN,445150.0,17798.0,16971.0,Municipal,8.683,0.149,58.275168,33.0,0.0,MRO,0.0,459121.0,MISO,0.0,0.0,0.0,6165.275,1929.0,0.0,
City of Shelby - (NC),NC,190671.0,8340.0,17037.0,Municipal,70.859,1.34,52.879851,15.0,0.0,SERC,0.0,200024.0,,,,,,,,
RushShelby Energy,IN,399892.0,14649.0,17038.0,Cooperative,.,.,.,42.0,0.0,RFC,0.0,414231.0,MISO,0.0,0.0,0.0,,,,
"Shelby Energy Co-op, Inc",KY,497905.0,16709.0,17044.0,Cooperative,120.76,1.09,110.78899,47.0,0.0,SERC,0.0,516055.0,PJM,0.0,0.0,0.0,,,,
City of Shelbyville - (TN),TN,367193.0,10455.0,17047.0,Municipal,11.776,0.278,42.359712,12.0,0.0,SERC,0.0,375297.0,,,,,,,,
Shenandoah Valley Elec Coop,VA,2429562.0,95555.0,17066.0,Cooperative,159.6,1.4,114,135.0,1.0,SERC,0.0,2540408.0,PJM,0.0,0.0,0.0,259.0,15162.0,464.07,
Sierra Pacific Power Co,NV,9195752.0,352366.0,17166.0,Investor Owned,189.44,1.72,110.13953,348.0,0.0,WECC,6132970.0,4466026.0,NEVP,0.0,0.0,0.0,90.831,10457.0,3280.0,
City of Sikeston - (MO),MO,365432.0,8658.0,17177.0,Municipal,.,.,.,24.0,16.0,SPP,1764844.0,425359.0,,,,,,,,
City of Siloam Springs - (AR),AR,265570.0,8020.0,17184.0,Municipal,7.59,0.1,75.9,18.0,0.0,SPP,0.0,279106.0,SWPP,0.0,0.0,0.0,,,,
Singing River Elec Cooperative,MS,1394254.0,74443.0,17252.0,Cooperative,166.39,.,.,167.0,94.0,SERC,0.0,1474784.0,,,,,1016.0,,,
North West Rural Electric Coop,IA,694828.0,10116.0,17260.0,Cooperative,.,.,.,123.0,0.0,MRO,0.0,719166.0,SWPP,0.0,0.0,0.0,,,,
Sioux Valley SW Elec Coop,MN,138869.0,3847.0,17267.0,Cooperative,50.35,0.935,53.850267,32.0,0.0,,,,SWPP,16.399,14.695,31.094,185.0,,,
Sioux Valley SW Elec Coop,SD,710416.0,22179.0,17267.0,Cooperative,93.965,0.952,98.702731,129.0,0.0,MRO,0.0,880808.0,SWPP,68.199,8.7,76.899,793.0,,,
PUD No 1 of Skamania Co,WA,127087.0,6323.0,17279.0,Political Subdivision,.,.,.,12.0,0.0,,,,,,,,545.66,,,
Slinger Utilities,WI,39839.0,2547.0,17324.0,Municipal,.,.,.,1.0,1.0,MISO,0.0,43613.0,MISO,0.0,0.0,0.0,,,,
PUD 1 of Snohomish County,WA,6526450.0,354978.0,17470.0,Political Subdivision,91.3,0.86,106.16279,377.0,294.0,WECC,342529.0,7797678.0,BPAT,0.0,0.0,0.0,70400.265,,,
"South Alabama Elec Coop, Inc",AL,356342.0,16683.0,17534.0,Cooperative,123.911,1.272,97.414308,50.0,0.0,SERC,0.0,374165.0,,,,,,,,
"Dominion Energy South Carolina, Inc",SC,21983940.0,743780.0,17539.0,Investor Owned,77.89,1.03,75.621359,764.0,0.0,SERC,20488209.0,3712883.0,SCEG,86299.752,0.0,86299.752,71734.0,38.0,35.0,
South Carolina Public Service Authority,SC,8318204.0,189205.0,17543.0,State,18.942,0.27,70.155556,291.0,253.0,SERC,17802933.0,5816891.0,SC,224.448,0.0,224.448,17552.008,20.0,200.0,
South Central Public Pwr Dist,NE,157450.0,8260.0,17548.0,Political Subdivision,.,.,.,76.0,0.0,SPP,0.0,171120.0,SWPP,5.911,0.0,5.911,210.718,960.0,0.0,
South Central Electric Assn,MN,226973.0,5846.0,17550.0,Cooperative,86.818,1.31,66.273282,75.0,0.0,MRO,0.0,236008.0,MISO,463.179,322.209,785.388,,,,
Town of South Hadley - (MA),MA,110230.0,8043.0,17560.0,Municipal,15.356,0.21,73.12381,5.0,0.0,NPCC,0.0,105764.0,ISNE,0.0,0.0,0.0,,,,
South Kentucky Rural E C C,KY,1259817.0,68019.0,17564.0,Cooperative,222.564,2.414,92.197183,143.0,4.0,SERC,0.0,1324843.0,PJM,12.867,0.077,12.944,,,,
South Louisiana Elec Coop Assn,LA,523224.0,21568.0,17565.0,Cooperative,.,.,.,37.0,0.0,SERC,0.0,554057.0,MISO,0.0,0.0,0.0,,,,
South River Elec Member Corp,NC,818322.0,45132.0,17572.0,Cooperative,.,.,.,120.0,120.0,SERC,0.0,864829.0,CPLE,0.0,0.0,0.0,251.53,318.0,0.0,
"Southeastern IL Elec Coop, Inc",IL,903727.0,24360.0,17585.0,Cooperative,147.692,1.435,102.92125,131.0,1.0,RFC,0.0,930677.0,MISO,1.0,0.0,1.0,,,,
"Southeast Electric Coop, Inc",MT,60145.0,2090.0,17593.0,Cooperative,.,.,.,41.0,13.0,WECC,0.0,66129.0,,,,,,,,
Southeastern Indiana R E M C,IN,531404.0,27313.0,17599.0,Cooperative,337.1,2.51,134.30279,20.0,0.0,RFC,0.0,559471.0,MISO,0.0,0.0,0.0,890.0,1266.0,604.0,
Southeastern Electric Coop Inc - (OK),OK,403916.0,15058.0,17603.0,Cooperative,293,1.64,178.65854,28.0,27.0,SPP,0.0,419869.0,,,,,,,,
Southern California Edison Co,CA,62259607.0,4120399.0,17609.0,Investor Owned,90.75,0.87,104.31034,4464.0,2481.0,WECC,12540012.0,56679822.0,CISO,0.0,0.0,0.0,479300.01,282653.0,0.0,
Bear Valley Electric Service,CA,131177.0,24358.0,17612.0,Investor Owned,85.001,0.667,127.43778,23.0,0.0,WECC,385.0,152339.0,CISO,0.0,0.0,0.0,63.15,,,
Southern Illinois Elec Coop,IL,187053.0,11263.0,17631.0,Cooperative,.,.,.,43.0,0.0,RFC,0.0,197630.0,MISO,0.0,0.0,0.0,,,,
Southern Indiana Gas & Elec Co,IN,4703924.0,143533.0,17633.0,Investor Owned,.,.,.,238.0,4.0,RFC,4627288.0,802749.0,MISO,0.0,0.0,0.0,50149.0,24582.0,8.3,
Southern Maryland Elec Coop Inc,MD,3425219.0,162988.0,17637.0,Cooperative,.,.,.,238.0,0.0,RFC,0.0,2785448.0,PJM,35364.908,9.794,35374.702,66981.0,45380.0,0.0,
"Southern Iowa Elec Coop, Inc",IA,77597.0,4731.0,17643.0,Cooperative,176.622,1.659,106.46293,32.0,0.0,SERC,0.0,123169.0,,,,,,,,
Southern Pine Electric Cooperative,MS,1856403.0,68129.0,17647.0,Cooperative,.,.,.,132.0,0.0,SERC,0.0,1931919.0,MISO,283.67,0.0,283.67,472.8,,,
Southwest Arkansas E C C,AR,683042.0,26975.0,17671.0,Cooperative,142.724,1.426,100.08696,102.0,102.0,,,,MISO,0.0,0.0,0.0,,5.0,0.005,
Southwest Mississippi E P A,MS,480566.0,25140.0,17683.0,Cooperative,1239.3,.,.,67.0,0.0,SERC,0.0,509065.0,,,,,,,,
Southwest Louisiana E M C,LA,2414693.0,110078.0,17684.0,Cooperative,.,.,.,170.0,170.0,SERC,0.0,2576329.0,MISO,0.0,0.0,0.0,,6.0,13.0,
Southwest Public Power Dist,NE,200057.0,6233.0,17692.0,Political Subdivision,101.6,0.77,131.94805,75.0,0.0,MRO,0.0,217414.0,,,,,,1144.0,0.0,
Southwest Tennessee E M C,TN,934973.0,50319.0,17694.0,Cooperative,.,.,.,78.0,0.0,SERC,0.0,990133.0,,,,,,,,
Southwestern Electric Coop Inc - (IL),IL,444918.0,23401.0,17697.0,Cooperative,181.87,1.84,98.842391,87.0,0.0,SERC,156.0,472690.0,,,,,,,,
Southwestern Electric Power Co,AR,3754333.0,121474.0,17698.0,Investor Owned,170.3,1.463,116.40465,142.0,0.0,,,,SWPP,1130.717,0.358,1131.075,37451.0,17.0,78.0,
Southwestern Electric Power Co,LA,6508730.0,231181.0,17698.0,Investor Owned,382.9,1.463,261.72249,320.0,0.0,,,,SWPP,3341.402,0.0,3341.402,9468.0,,,
Southwestern Electric Power Co,TX,7232998.0,186097.0,17698.0,Investor Owned,304.1,2.328,130.62715,286.0,0.0,,,,,,,,16360.0,6.0,58.0,
Southwestern Public Service Co,NM,7003861.0,123109.0,17718.0,Investor Owned,136.61,1.2,113.84167,180.0,0.0,,,,SWPP,0.0,0.0,0.0,39424.189,4272.0,3.123,
Southwestern Public Service Co,TX,14023199.0,271560.0,17718.0,Investor Owned,117.79,1.07,110.08411,389.0,0.0,SPP,14938125.0,15447224.0,,,,,23238.821,7546.0,19.0,
City of Spencer - (IA),IA,155865.0,6384.0,17783.0,Municipal,.,.,.,30.0,6.0,MRO,64517.0,203988.0,,,,,105.3,,,
City of Springfield - (IL),IL,1671540.0,71383.0,17828.0,Municipal,.,.,.,124.0,124.0,SERC,2377897.0,443064.0,MISO,0.0,0.0,0.0,1137.598,,,
Snapping Shoals El Member Corp,GA,2017653.0,100776.0,17832.0,Cooperative,69.12,0.935,73.925134,99.0,94.0,SERC,0.0,2067912.0,,,,,20811.0,100776.0,0.0,
City Utilities of Springfield - (MO),MO,3044256.0,116844.0,17833.0,Municipal,.,.,.,157.0,0.0,,,,SWPP,131.2,0.0,131.2,10742.0,,,
City of Springfield - (OR),OR,767979.0,32379.0,17839.0,Municipal,.,.,.,37.0,0.0,WECC,0.0,797081.0,BPAT,0.0,0.0,0.0,5445.0,,,
City of Springville - (UT),UT,267159.0,11258.0,17845.0,Municipal,.,.,.,22.0,0.0,WECC,9480.0,267821.0,PACE,0.0,0.0,0.0,,,,
City of St Charles - (IL),IL,511263.0,15988.0,17860.0,Municipal,.,.,.,50.0,0.0,RFC,0.0,525338.0,PJM,15.8,0.0,15.8,,,,
St Croix Electric Coop,WI,192517.0,10916.0,17868.0,Cooperative,106.698,0.9,118.55333,50.0,0.0,MRO,0.0,201458.0,MISO,0.0,0.0,0.0,595.0,4138.0,0.0,
City of St George,UT,637545.0,31479.0,17874.0,Municipal,19.375,.,.,62.0,62.0,WECC,81043.0,590654.0,PACE,0.0,0.0,0.0,,,,
City of Shasta Lake - (CA),CA,194017.0,4547.0,17896.0,Municipal,86.9,1.24,70.080645,8.0,6.0,WECC,0.0,200716.0,BANC,0.0,0.0,0.0,1509.0,,,
City of Saint Peter,MN,96109.0,4396.0,17900.0,Municipal,.,.,.,14.0,0.0,MRO,478.0,98725.0,MISO,0.0,0.0,0.0,2357.3,1859.0,28.1,
Stanton County Public Pwr Dist,NE,147100.0,2708.0,17979.0,Political Subdivision,.,.,.,29.0,0.0,SPP,0.0,153338.0,SWPP,0.0,0.0,0.0,31.894,177.0,0.0,
City of Starke - (FL),FL,65648.0,2796.0,18004.0,Municipal,.,.,.,7.0,7.0,FRCC,0.0,70608.0,FPL,0.0,0.0,0.0,,,,
City of Starkville,MS,437557.0,13682.0,18006.0,Municipal,.,.,.,17.0,0.0,SERC,0.0,450757.0,,,,,,,,
Stearns Cooperative Elec Assn,MN,533946.0,27114.0,18019.0,Cooperative,93.941,0.841,111.70155,119.0,118.0,MRO,21.0,558092.0,MISO,631.337,174.606,805.943,,,,
City of Statesville - (NC),NC,466672.0,13738.0,18022.0,Municipal,.,.,.,31.0,31.0,SERC,0.0,488680.0,,,,,,,,
Steele-Waseca Cooperative Electric,MN,312983.0,11506.0,18047.0,Cooperative,55.48,0.77,72.051948,61.0,47.0,MRO,0.0,318778.0,MISO,1286.0,625.0,1911.0,,,,
South Central Power Company,OH,2750603.0,120382.0,18085.0,Cooperative,300.564,2.11,142.44739,212.0,0.0,RFC,0.0,2914931.0,,,,,,,,
Town of Sterling - (MA),MA,63480.0,4041.0,18087.0,Municipal,.,.,.,4.0,4.0,NPCC,0.0,66562.0,ISNE,0.0,0.0,0.0,,172.0,35.83,
Steuben County Rural E M C,IN,188875.0,9680.0,18100.0,Cooperative,.,.,.,25.0,0.0,RFC,0.0,197454.0,,,,,,,,
"Steuben Rural Elec Coop, Inc",NY,87989.0,6318.0,18102.0,Cooperative,533,2.72,195.95588,16.0,0.0,NPCC,0.0,94834.0,NYIS,0.26,0.0,0.26,253.4,,,
Stillwater Utilities Authority,OK,449744.0,21435.0,18125.0,Municipal,.,.,.,31.0,0.0,SPP,0.0,498090.0,,,,,,1.0,748.0,
City of Stoughton - (WI),WI,143178.0,8822.0,18181.0,Municipal,26.06,0.334,78.023952,19.0,0.0,MISO,0.0,147437.0,MISO,0.0,0.0,0.0,,,,
"Swisher Electric Coop, Inc",TX,170397.0,7992.0,18199.0,Cooperative,.,.,.,58.0,58.0,SPP,0.0,191754.0,,,,,,,,
Tallapoosa River Elec Coop Inc,AL,575423.0,27516.0,18203.0,Cooperative,210.637,1.82,115.73462,73.0,2.0,SERC,0.0,599892.0,,,,,,1.0,0.0,
