name,state,total_mwh,total_cust,no,type,saidi_nomed,saifi_nomed,caidi_nomed,circuits,voltage,nerc,gen_mwh,purchase_mwh,ba,pv_mwh,wind_mwh,nm_mwh,ee_mwh,dem_res_customers,dem_res_mwh,wind_pct
Connecticut Light & Power Co,CT,9551527.0,944461.0,4176.0,Investor Owned,249.17,0.985,252.96447,1023.0,0.0,NPCC,0.0,12473031.0,ISNE,0.0,0.0,0.0,363471.2,4484.0,0.0,
Consolidated Edison Co-NY Inc,NY,20579341.0,2773146.0,4226.0,Investor Owned,.,.,.,2203.0,0.0,NPCC,2819685.0,19196564.0,NYIS,0.0,0.0,0.0,611273.15,51044.0,3937.54,
Consolidated Electric Coop,MO,253650.0,8056.0,4237.0,Cooperative,71.88,1.02,70.470588,44.0,0.0,SERC,0.0,276568.0,AECI,7.828,0.0,7.828,,,,
Consumers Energy Co,MI,32707947.0,1836668.0,4254.0,Investor Owned,233.341,1.124,207.59875,2332.0,686.0,RFC,16543133.0,22512326.0,MISO,0.0,0.0,0.0,524910.0,102634.0,299.7,
Cooke County Elec Coop Assn,TX,483327.0,16589.0,4262.0,Cooperative,.,.,.,55.0,0.0,TRE,856.0,506951.0,ERCO,106.95,748.6,855.55,,,,
Continental Divide El Coop Inc,NM,662570.0,24202.0,4265.0,Cooperative,.,.,.,31.0,0.0,WECC,0.0,709429.0,,,,,,,,
Conway Corporation,AR,974400.0,31125.0,4280.0,Municipal,22.43,0.339,66.165192,44.0,0.0,SERC,256257.0,753966.0,MISO,0.0,0.0,0.0,,,,
"Cookson Hills Elec Coop, Inc",OK,296196.0,17928.0,4296.0,Cooperative,134.929,1.008,133.85813,45.0,0.0,SPP,0.0,315542.0,AECI,0.0,0.0,0.0,,,,
"Coos-Curry Electric Coop, Inc",OR,331562.0,17987.0,4317.0,Cooperative,122.68,1.01,121.46535,42.0,0.0,WECC,0.0,349199.0,BPAT,0.0,0.0,0.0,,,,
Coosa Valley Electric Coop Inc,AL,310371.0,16926.0,4327.0,Cooperative,155.252,1.435,108.18955,36.0,0.0,SERC,0.0,327667.0,,,,,,,,
Cooperative L&P Assn Lake County,MN,102857.0,6197.0,4346.0,Cooperative,508.025,2.882,176.27516,13.0,0.0,MRO,0.0,107695.0,MISO,63.58,1.22,64.8,,,,
Corn Belt Energy Corporation,IL,649196.0,36195.0,4362.0,Cooperative,247,5.05,48.910891,144.0,81.0,RFC,0.0,673963.0,MISO,0.0,0.0,0.0,,59.0,0.0,
Town of Cornelius - (NC),NC,57391.0,3949.0,4365.0,Municipal,.,.,.,4.0,0.0,SERC,0.0,60300.0,,,,,,,,
Cornhusker Public Power Dist,NE,377275.0,10045.0,4373.0,Political Subdivision,.,.,.,113.0,0.0,MRO,0.0,404259.0,SWPP,0.0,0.0,0.0,,,,
"Cotton Electric Coop, Inc",OK,762653.0,22356.0,4401.0,Cooperative,141.596,1.481,95.608373,79.0,0.0,SPP,0.0,792090.0,SWPP,0.0,0.0,0.0,0.0,,,
"Covington Electric Coop, Inc",AL,392747.0,23357.0,4430.0,Cooperative,72.835,1.059,68.777148,57.0,0.0,SERC,0.0,412675.0,AEC,10.562,0.0,10.562,,2427.0,0.0,
Coweta-Fayette El Member Corp,GA,1623576.0,82443.0,4432.0,Cooperative,95.83,1.08,88.731481,87.0,0.0,SERC,0.0,1680931.0,SOCO,91.68,0.0,91.68,1255.2,11696.0,134.64,
PUD No 1 of Cowlitz County,WA,4609092.0,50870.0,4442.0,Political Subdivision,74.29,0.504,147.40079,114.0,0.0,WECC,62321.0,4595530.0,,,,,46431.64,,,
Craig-Botetourt Electric Coop,VA,82760.0,6746.0,4471.0,Cooperative,610.42,3.16,193.17089,13.0,0.0,RFC,0.0,92775.0,PJM,0.0,0.0,0.0,,,,
Craig-Botetourt Electric Coop,WV,2829.0,485.0,4471.0,Cooperative,731.44,2.73,267.92674,1.0,0.0,,,,,,,,,,,
"Crawfordsville Elec, Lgt & Pwr",IN,394256.0,9837.0,4508.0,Municipal,.,.,.,24.0,0.0,RFC,0.0,405659.0,MISO,0.0,0.0,0.0,,,,
Craighead Electric Coop Corp,AR,574183.0,31095.0,4509.0,Cooperative,.,.,.,82.0,0.0,SERC,0.0,612643.0,MISO,0.0,0.0,0.0,,613.0,0.0,
"Crawford Electric Coop, Inc",MO,315812.0,20111.0,4524.0,Cooperative,343.21,2.312,148.44723,43.0,0.0,SERC,0.0,335800.0,AECI,14.735,0.0,14.735,,,,
Crow Wing Cooperative Power & Light Comp,MN,625828.0,44789.0,4577.0,Cooperative,66.013,0.632,104.45095,95.0,0.0,MRO,0.0,663001.0,MISO,515.467,10.237,525.704,,,,
"Cullman Electric Coop, Inc",AL,1053427.0,44065.0,4618.0,Cooperative,386.056,3.566,108.26024,81.0,0.0,SERC,0.0,1104010.0,,,,,,,,
"Cumberland Valley Electric, Inc.",KY,424060.0,23593.0,4622.0,Cooperative,237,2.249,105.38017,55.0,0.0,SERC,0.0,442563.0,PJM,192.0,0.0,192.0,,,,
Cumberland Elec Member Corp,TN,2778375.0,98386.0,4624.0,Cooperative,.,.,.,122.0,90.0,SERC,0.0,2875093.0,,,,,,,,
Cuivre River Electric Coop Inc,MO,1367574.0,66816.0,4675.0,Cooperative,149.687,1.338,111.87369,118.0,70.0,SERC,0.0,1408485.0,AECI,194.151,0.0,194.151,,450.0,0.0,
City of Cuyahoga Falls - (OH),OH,412078.0,25695.0,4683.0,Municipal,47.005,0.407,115.4914,37.0,2.0,RFC,0.0,448149.0,PJM,0.0,0.0,0.0,1131.0,,,
"DS&O Electric Cooperative, Inc.",KS,126845.0,8323.0,4704.0,Cooperative,.,.,.,30.0,0.0,SPP,2.0,135316.0,SWPP,0.0,0.0,0.0,0.75,125.0,0.44,
Dakota Valley Elec Coop Inc,ND,671486.0,6636.0,4717.0,Cooperative,134.7,1.375,97.963636,82.0,0.0,MRO,0.0,684131.0,,,,,,,,
"Consumers Power, Inc",OR,407310.0,22744.0,4743.0,Cooperative,245,1.33,184.21053,75.0,75.0,WECC,0.0,436534.0,BPAT,1444.148,0.706,1444.855,,,,
"Darke Rural Electric Coop, Inc",OH,120023.0,5135.0,4796.0,Cooperative,390.2,.,.,12.0,0.0,RFC,0.0,126663.0,,,,,,,,
Daviess Martin County R E M C,IN,407236.0,8214.0,4848.0,Cooperative,371,2.5,148.4,22.0,12.0,RFC,0.0,419940.0,MISO,0.39,0.0,0.39,,,,
Dawson Power District,NE,482810.0,23165.0,4911.0,Political Subdivision,.,.,.,187.0,0.0,MRO,0.0,488062.0,SWPP,0.0,0.0,0.0,2245.225,4802.0,0.0,
Dayton Power & Light Co,OH,3866368.0,265862.0,4922.0,Investor Owned,139.71,1.07,130.57009,491.0,0.0,RFC,0.0,4480684.0,PJM,0.0,0.0,0.0,254592.0,,,
"Deaf Smith Electric Coop, Inc",TX,691813.0,14632.0,4939.0,Cooperative,643.3,3.2,201.03125,97.0,15.0,SPP,0.0,741319.0,SWPP,0.0,0.0,0.0,,,,
Decatur Utilities,AL,1198620.0,26612.0,4958.0,Municipal,.,.,.,59.0,34.0,SERC,0.0,1237119.0,,,,,,,,
Decatur County Rural E M C,IN,363205.0,8050.0,4960.0,Cooperative,156.591,1.893,82.721078,27.0,0.0,RFC,0.0,371686.0,MISO,352.431,0.0,352.431,,,,
Deep East Texas Elec Coop Inc,TX,796745.0,42918.0,4975.0,Cooperative,558.58,.,.,107.0,0.0,TRE,0.0,928278.0,MISO,0.0,0.0,0.0,,,,
Delaware County Elec Coop Inc,NY,76876.0,5372.0,5021.0,Cooperative,812.9,.,.,11.0,0.0,NPCC,0.0,81693.0,NYIS,54.8,0.022,54.822,8.8,563.0,0.0,
Delmarva Power,DE,3767582.0,284487.0,5027.0,Investor Owned,72,0.74,97.297297,271.0,0.0,RFC,0.0,6796699.0,PJM,0.0,0.0,0.0,,236717.0,1213.0,
Delmarva Power,MD,2274765.0,172893.0,5027.0,Investor Owned,78,0.87,89.655172,193.0,0.0,,,,PJM,0.0,0.0,0.0,83413.0,145755.0,4044.0,
City of Denton - (TX),TX,1533871.0,56091.0,5063.0,Municipal,38.41,0.51,75.313725,119.0,0.0,TRE,235720.0,1391813.0,ERCO,1706.0,0.0,1706.0,2029.93,,,
Delaware Electric Cooperative,DE,1466907.0,101814.0,5070.0,Cooperative,83.08,1.283,64.754482,89.0,45.0,RFC,6572.0,1542213.0,PJM,0.0,0.0,0.0,580.0,29397.0,1.4,
"Denton County Elec Coop, Inc",TX,5467725.0,249175.0,5078.0,Cooperative,36.98,0.633,58.420221,164.0,164.0,TRE,0.0,5664656.0,ERCO,3725.46,18.302,3743.762,,11723.0,70.0,
DTE Electric Company,MI,42072638.0,2209021.0,5109.0,Investor Owned,202.375,1.136,178.14701,3500.0,0.0,RFC,38752398.0,8164409.0,MISO,0.0,0.0,0.0,718196.0,347133.0,872.0,
City of Detroit Lakes - (MN),MN,189741.0,7631.0,5111.0,Municipal,6.3,0.084,75,19.0,0.0,MRO,0.0,197569.0,MISO,0.0,0.0,0.0,2520.2,1955.0,349.0,
City of Dickson,TN,869337.0,35594.0,5148.0,Municipal,143.347,3.138,45.681007,45.0,37.0,SERC,0.0,903589.0,,,,,,,,
Dixie Electric Power Assn,MS,824309.0,39374.0,5175.0,Cooperative,.,.,.,93.0,0.0,SERC,0.0,881842.0,MISO,115.639,0.0,115.639,2699.0,,,
Dixie Electric Membership Corp,LA,2122680.0,111569.0,5202.0,Cooperative,206.72,3.12,66.25641,138.0,130.0,SERC,0.0,2238907.0,MISO,0.0,0.0,0.0,,,,
Dixie Electric Coop,AL,535537.0,24479.0,5204.0,Cooperative,132.77,1.639,81.006711,61.0,0.0,SERC,0.0,554962.0,,,,,13.5,,,
City of Dover - (OH),OH,224866.0,6831.0,5336.0,Municipal,8.828,0.056,157.64286,13.0,13.0,RFC,55921.0,177359.0,,,,,1461.0,5.0,1.549,
Dubois Rural Electric Coop Inc,IN,290685.0,13869.0,5394.0,Cooperative,.,.,.,37.0,17.0,RFC,109.0,305372.0,MISO,109.0,0.0,109.0,,,,
Duck River Elec Member Corp,TN,1887233.0,76672.0,5399.0,Cooperative,132.83,1.73,76.780347,112.0,68.0,SERC,0.0,1951862.0,,,,,,,,
"Duke Energy Carolinas, LLC",NC,58505595.0,2047365.0,5416.0,Investor Owned,174,1.06,164.15094,1907.0,0.0,SERC,84416930.0,10690043.0,DUK,1799.163,0.0,1799.163,944608.0,185593.0,0.0,
"Duke Energy Carolinas, LLC",SC,21388684.0,603453.0,5416.0,Investor Owned,160,0.98,163.26531,658.0,0.0,,,,DUK,3133.963,0.0,3133.963,349375.0,59921.0,0.0,
Dunn County Electric Coop,WI,214804.0,10057.0,5417.0,Cooperative,55.78,0.583,95.67753,40.0,0.0,MRO,0.0,224218.0,MISO,18.275,0.0,18.275,1112.0,3551.0,0.0,
City of Duncan - (OK),OK,184253.0,8825.0,5429.0,Municipal,.,.,.,12.0,3.0,SPP,0.0,195360.0,,,,,,,,
"Duncan Valley Elec Coop, Inc",AZ,22703.0,2128.0,5438.0,Cooperative,66,0.46,143.47826,6.0,6.0,WECC,0.0,29442.0,WALC,0.0,0.0,0.0,,,,
Duquesne Light Co,PA,4091923.0,426527.0,5487.0,Investor Owned,.,.,.,626.0,579.0,RFC,0.0,4381565.0,PJM,0.0,0.0,0.0,89702.0,191.0,741.9,
City of Dyersburg,TN,405582.0,11909.0,5509.0,Municipal,45.242,0.727,62.231087,32.0,0.0,SERC,0.0,419821.0,,,,,,,,
Enerstar Power Corp,IL,85281.0,5252.0,5531.0,Cooperative,.,.,.,32.0,3.0,RFC,0.0,91493.0,MISO,0.0,0.0,0.0,,,,
East Central Energy,MN,890826.0,55719.0,5574.0,Cooperative,68.3,0.978,69.836401,110.0,12.0,MRO,0.0,991920.0,MISO,655.571,8.686,664.257,,,,
City of East Grand Forks - (MN),MN,162263.0,4424.0,5575.0,Municipal,.,.,.,17.0,0.0,MRO,0.0,168940.0,,,,,1914.0,923.0,988.0,
East Mississippi Elec Pwr Assn,MS,227422.0,12826.0,5578.0,Cooperative,213,1.84,115.76087,37.0,0.0,SERC,0.0,241883.0,,,,,,,,
Eastern Illinois Elec Coop,IL,247708.0,13466.0,5585.0,Cooperative,132.3,1.35,98,76.0,76.0,RFC,0.0,267552.0,MISO,329.052,0.08,329.132,566.0,,,
East-Central Iowa Rural Elec Coop,IA,219150.0,8971.0,5588.0,Cooperative,61.5,0.83,74.096386,72.0,72.0,RFC,0.0,229847.0,MISO,4.038,2.88,6.918,,,,
East Central Oklahoma Elec Coop Inc,OK,539972.0,34419.0,5598.0,Cooperative,297.6,2.01,148.0597,78.0,0.0,SPP,0.0,577134.0,AECI,0.0,0.0,0.0,,,,
Eastern Iowa Light & Power Coop,IA,594024.0,23780.0,5605.0,Cooperative,151.13,1.61,93.869565,177.0,23.0,MRO,0.0,643561.0,MISO,0.0,0.0,0.0,,,,
Eastern Maine Electric Coop,ME,93507.0,12631.0,5609.0,Cooperative,212.91,5.44,39.137868,20.0,0.0,NPCC,0.0,93507.0,NBSO,0.0,0.0,0.0,,,,
Easton Utilities Comm,MD,251762.0,10804.0,5625.0,Municipal,.,.,.,15.0,15.0,RFC,3615.0,261902.0,PJM,0.0,0.0,0.0,,,,
Eau Claire Electric Coop,WI,197462.0,11325.0,5632.0,Cooperative,.,.,.,54.0,0.0,MRO,0.0,204770.0,MISO,13.603,3.046,16.649,1230.0,4464.0,0.0,
"Edisto Electric Coop, Inc",SC,376856.0,20308.0,5644.0,Cooperative,61.41,.,.,68.0,0.0,SERC,0.0,396318.0,SC,0.0,0.0,0.0,,,,
Edgecombe-Martin County E M C,NC,228710.0,12065.0,5656.0,Cooperative,161.31,1.199,134.53711,36.0,18.0,SERC,0.0,241589.0,,,,,,,,
City of Edmond - (OK),OK,881338.0,41098.0,5661.0,Municipal,90.347,1.062,85.072505,32.0,0.0,SPP,0.0,930800.0,,,,,,,,
El Paso Electric Co,NM,1670944.0,100435.0,5701.0,Investor Owned,70.059,0.79,88.682278,59.0,54.0,,,,EPE,4951.997,0.0,4951.997,22812.0,353.0,17.0,
El Paso Electric Co,TX,6330716.0,328756.0,5701.0,Investor Owned,76.386,0.972,78.58642,292.0,272.0,WECC,10245719.0,2062465.0,EPE,5804.519,0.0,5804.519,23982.0,1283.0,62.0,
City of Elk River,MN,325981.0,12244.0,5773.0,Municipal,25.412,0.423,60.07565,33.0,0.0,MRO,88.0,336571.0,MISO,0.0,0.0,0.0,,,,
Elkhorn Rural Public Pwr Dist,NE,258536.0,9790.0,5780.0,Political Subdivision,.,.,.,81.0,75.0,SPP,0.0,278836.0,SWPP,10.61,0.0,10.61,441.519,1386.0,0.0,
Empire District Electric Co,AR,175460.0,4771.0,5860.0,Investor Owned,28.15,0.422,66.706161,10.0,0.0,,,,SWPP,14.034,0.0,14.034,0.4,,,
Empire District Electric Co,KS,232420.0,9644.0,5860.0,Investor Owned,115.14,1.285,89.603113,23.0,0.0,,,,SWPP,48.976,0.0,48.976,,,,
Empire District Electric Co,MO,4210798.0,155425.0,5860.0,Investor Owned,138.16,1.193,115.80889,262.0,0.0,SPP,5036956.0,1517778.0,SWPP,3207.996,0.0,3207.996,7323.0,2.0,0.0,
Empire District Electric Co,OK,161890.0,4684.0,5860.0,Investor Owned,160.34,1.682,95.326992,13.0,0.0,,,,SWPP,0.0,0.0,0.0,,,,
"Empire Electric Assn, Inc",CO,834086.0,15091.0,5862.0,Cooperative,35.4,.,.,71.0,63.0,WECC,960.0,862946.0,WACM,145.0,0.0,145.0,999.89,,,
Excelsior Electric Member Corp,GA,397861.0,23435.0,5905.0,Cooperative,.,.,.,37.0,0.0,SERC,0.0,419867.0,SOCO,9.84,0.0,9.84,,228.0,168.0,
Village of Enosburg Falls - (VT),VT,26262.0,1762.0,5915.0,Municipal,.,.,.,5.0,0.0,NPCC,3444.0,23613.0,ISNE,0.0,0.0,0.0,,,,
"Fairfield Electric Coop, Inc",SC,679003.0,29843.0,5929.0,Cooperative,.,.,.,65.0,0.0,SERC,0.0,703175.0,SC,20.49,0.0,20.49,,,,
Village of Fairport - (NY),NY,428275.0,17667.0,5930.0,Municipal,21.703,0.34,63.832353,30.0,0.0,NPCC,0.0,448966.0,,,,,1990.39,,,
Borough of Ephrata - (PA),PA,137807.0,6679.0,5935.0,Municipal,31.599,0.994,31.789738,7.0,0.0,RFC,0.0,153988.0,PJM,22.088,0.0,22.088,,,,
Town of Erwin - (TN),TN,211883.0,8930.0,5961.0,Municipal,.,.,.,9.0,9.0,SERC,0.0,218132.0,,,,,,,,
City of Eugene - (OR),OR,2367667.0,94751.0,6022.0,Municipal,69.37,0.47,147.59574,163.0,0.0,WECC,143186.0,3885484.0,BPAT,0.0,0.0,0.0,10957.8,,,
"Farmers Electric Coop, Inc - (IA)",IA,111821.0,4918.0,6112.0,Cooperative,90.35,1.63,55.429448,48.0,0.0,RFC,0.0,117596.0,,,,,,,,
City of Fairhope - (AL),AL,163679.0,6870.0,6145.0,Municipal,.,.,.,11.0,0.0,SERC,0.0,179710.0,,,,,,,,
Farmers Electric Coop - (IA),IA,18935.0,626.0,6168.0,Cooperative,51.313,0.767,66.900913,5.0,0.0,MRO,114.0,19480.0,,,,,8.382,,,
Fall River Rural Elec Coop Inc,ID,268101.0,15112.0,6169.0,Cooperative,175.435,1.611,108.8982,64.0,0.0,WECC,51376.0,333147.0,BPAT,0.0,0.0,0.0,,,,
Fall River Rural Elec Coop Inc,MT,52860.0,1999.0,6169.0,Cooperative,130.805,0.723,180.91978,10.0,0.0,,,,BPAT,0.0,0.0,0.0,,,,
Fall River Rural Elec Coop Inc,WY,9809.0,357.0,6169.0,Cooperative,188.32,1.826,103.13253,5.0,0.0,,,,BPAT,0.0,0.0,0.0,,,,
Fannin County Electric Coop,TX,162408.0,10474.0,6173.0,Cooperative,.,.,.,10.0,0.0,TRE,0.0,180265.0,ERCO,0.0,0.0,0.0,,,,
"Farmers Electric Coop, Inc - (MO)",MO,290116.0,13194.0,6181.0,Cooperative,.,.,.,66.0,0.0,SERC,0.0,307650.0,AECI,292.055,2.49,294.545,,6575.0,255.5,
"Farmers Electric Coop, Inc - (TX)",TX,1317307.0,68331.0,6182.0,Cooperative,83.953,1.281,65.53708,71.0,0.0,TRE,0.0,1361953.0,ERCO,0.0,0.0,0.0,,962.0,20.815,
Farmers Rural Electric Coop Corp - (KY),KY,500431.0,25612.0,6194.0,Cooperative,138.28,1.48,93.432432,68.0,0.0,RFC,0.0,524796.0,PJM,0.0,0.0,0.0,,,,
"Farmers Electric Coop, Inc - (NM)",NM,374819.0,13348.0,6198.0,Cooperative,.,.,.,45.0,45.0,SPP,0.0,400323.0,SWPP,113.559,0.819,114.378,76.0,,,
City of Farmington - (NM),NM,985009.0,44877.0,6204.0,Municipal,110.705,0.956,115.80021,65.0,0.0,WECC,775760.0,220001.0,WACM,699.812,0.0,699.812,,,,
City of Fayetteville,TN,457884.0,18623.0,6234.0,Municipal,130.79,1.8,72.661111,37.0,0.0,SERC,0.0,477274.0,,,,,,,,
Fayetteville Public Works Commission,NC,2020855.0,85342.0,6235.0,Municipal,8.592,0.145,59.255172,153.0,128.0,SERC,9092.0,2133808.0,,,,,,,,
Federated Rural Electric Assn,MN,422635.0,6856.0,6258.0,Cooperative,134,1.49,89.932886,65.0,0.0,MRO,5833.0,443068.0,MISO,0.0,0.0,0.0,,,,
"FEM Electric Assn, Inc",SD,172616.0,2099.0,6272.0,Cooperative,87,1.201,72.439634,31.0,0.0,,,,,,,,,,,
"Firelands Electric Coop, Inc",OH,147352.0,9103.0,6335.0,Cooperative,226,.,.,28.0,0.0,RFC,0.0,155816.0,PJM,0.0,0.0,0.0,605.0,,,
First Electric Coop Corp,AR,1977327.0,95463.0,6342.0,Cooperative,160.904,2.063,77.995153,149.0,149.0,SERC,0.0,2067907.0,MISO,0.0,0.0,0.0,,6612.0,456.11,
Fitchburg Gas & Elec Light Co,MA,161854.0,21033.0,6374.0,Investor Owned,83.56,1.24,67.387097,39.0,0.0,,,,ISNE,17205.811,0.0,17205.811,6939.0,,,
Flathead Electric Coop Inc,MT,1457797.0,68218.0,6395.0,Cooperative,136.74,1.45,94.303448,87.0,0.0,WECC,10800.0,1523903.0,BPAT,0.0,0.0,0.0,9306.0,3052.0,0.0,
Flint Electric Membership Corp,GA,1846981.0,88130.0,6411.0,Cooperative,.,.,.,173.0,0.0,SERC,0.0,1909288.0,SOCO,12.9,0.0,12.9,,22640.0,1334.5,
Florence Utility Comm,WI,17010.0,1523.0,6424.0,Municipal,101.06,0.93,108.66667,6.0,0.0,MISO,0.0,18026.0,MISO,0.0,0.0,0.0,,,,
City of Floresville,TX,351121.0,16201.0,6427.0,Municipal,48.631,0.687,70.787482,19.0,19.0,TRE,0.0,373924.0,ERCO,0.0,0.0,0.0,,,,
"Flint Hills Rural E C A, Inc",KS,78370.0,6628.0,6431.0,Cooperative,246,2.119,116.0925,28.0,0.0,SPP,135.0,83309.0,SWPP,60.3,5.3,65.6,,545.0,0.0,
Fleming-Mason Energy Coop Inc,KY,905769.0,24605.0,6442.0,Cooperative,151.9,1.125,135.02222,45.0,0.0,RFC,0.0,929524.0,PJM,0.0,0.0,0.0,,,,
"Florida Keys El Coop Assn, Inc",FL,723276.0,32787.0,6443.0,Cooperative,29.841,0.679,43.948454,25.0,23.0,FRCC,0.0,782780.0,FPL,0.0,0.0,0.0,,,,
Florida Power & Light Co,FL,111955723.0,5061483.0,6452.0,Investor Owned,51.46,0.6,85.766667,3421.0,2787.0,FRCC,126508512.0,2504363.0,FPL,71653.486,4.333,72242.219,51394.0,724424.0,7572.0,
"Duke Energy Florida, LLC",FL,39187343.0,1832871.0,6455.0,Investor Owned,98,1.12,87.5,1386.0,1161.0,,,,FPC,9641.0,0.858,9641.858,76044.0,426987.0,0.0,
Florida Public Utilities Co,FL,652604.0,31830.0,6457.0,Investor Owned,.,.,.,29.0,0.0,FRCC,0.0,673518.0,JEA,0.0,0.0,0.0,402.0,,,
Foley Board of Utilities,AL,1106552.0,49557.0,6491.0,Municipal,52.506,1.092,48.082418,68.0,66.0,SERC,0.0,1144799.0,SOCO,0.0,0.0,0.0,,,,
City of Forest Grove,OR,256312.0,10364.0,6582.0,Municipal,.,.,.,16.0,0.0,WECC,0.0,267736.0,BPAT,0.0,0.0,0.0,,,,
City of Fort Collins - (CO),CO,1483955.0,75656.0,6604.0,Municipal,.,.,.,79.0,0.0,WECC,0.0,1515763.0,PSCO,0.0,0.0,0.0,28044.0,5668.0,0.0,
Fort Loudoun Electric Coop,TN,625457.0,32971.0,6608.0,Cooperative,342.33,2.645,129.42533,41.0,40.0,SERC,0.0,655247.0,,,,,,,,
Fort Pierce Utilities Authority,FL,559459.0,28582.0,6616.0,Municipal,.,.,.,36.0,15.0,SERC,0.0,575709.0,FMPP,69.238,0.0,69.238,188.794,,,
Four County Elec Member Corp,NC,968919.0,32455.0,6640.0,Cooperative,.,.,.,102.0,0.0,SERC,0.0,1021555.0,CPLE,99.8,0.0,99.8,19162.4,4.0,620.0,
4-County Electric Power Assn,MS,1090317.0,48915.0,6641.0,Cooperative,125.82,1.47,85.591837,89.0,0.0,SERC,0.0,1139305.0,,,,,,,,
City of Frankfort - (KY),KY,667598.0,21691.0,6708.0,Municipal,11.135,0.223,49.932735,52.0,0.0,SERC,0.0,707313.0,LGEE,68.127,0.0,68.127,,,,
Easley Combined Utility System,SC,296592.0,14957.0,6709.0,Municipal,39.6,0.72,55,25.0,0.0,SERC,4.0,308434.0,DUK,0.0,0.0,0.0,,612.0,0.0,
PUD No 1 of Franklin County,WA,1078951.0,27677.0,6716.0,Political Subdivision,.,.,.,89.0,0.0,WECC,0.0,1359807.0,,,,,,,,
Franklin Rural Electric Coop - (IA),IA,63848.0,1935.0,6722.0,Cooperative,.,.,.,26.0,26.0,MRO,219.0,66801.0,MISO,16.974,0.228,17.202,,,,
Village of Freeport - (NY),NY,245949.0,14889.0,6775.0,Municipal,10.698,0.14,76.414286,25.0,0.0,NPCC,13888.0,258334.0,,,,,,,,
City of Fremont - (NE),NE,435928.0,15344.0,6779.0,Municipal,13.687,0.151,90.642384,27.0,0.0,MRO,693924.0,64523.0,SWPP,0.0,0.0,0.0,,,,
Freeborn-Mower Coop Services,MN,496572.0,20904.0,6782.0,Cooperative,84.4,0.91,92.747253,83.0,32.0,MRO,0.0,510956.0,MISO,1218.021,304.733,1522.754,8820.0,1658.0,0.0,
French Broad Elec Member Corp,NC,513322.0,37509.0,6784.0,Cooperative,.,.,.,79.0,0.0,SERC,2914.0,547020.0,CPLE,0.0,0.0,0.0,8017.555,,,
Frontier Power Company,OH,114964.0,9028.0,6804.0,Cooperative,141.8,1.83,77.486339,26.0,9.0,RFC,0.0,122320.0,PJM,0.0,0.0,0.0,,,,
City of Fulton - (MO),MO,158389.0,5648.0,6839.0,Municipal,34.252,0.373,91.828418,11.0,11.0,SERC,205.0,163637.0,,,,,,,,
City of Gaffney - (SC),SC,230921.0,7407.0,6894.0,Municipal,.,.,.,14.0,0.0,SERC,0.0,249761.0,DUK,5.271,0.0,5.271,,,,
Gainesville Regional Utilities,FL,1830595.0,98324.0,6909.0,Municipal,56.92,0.852,66.807512,70.0,59.0,FRCC,1897133.0,171535.0,GVL,457.0,0.0,457.0,618.0,,,
City of Gallatin - (TN),TN,796176.0,21231.0,6923.0,Municipal,.,.,.,21.0,0.0,SERC,0.0,829263.0,,,,,,,,
"Garkane Energy Coop, Inc",UT,214579.0,12560.0,6957.0,Cooperative,597.3,.,.,48.0,0.0,WECC,25961.0,250494.0,WACM,670.175,0.0,670.175,,,,
City of Garland - (TX),TX,1953691.0,71647.0,6958.0,Municipal,.,.,.,98.0,98.0,TRE,116304.0,4005790.0,,,,,,,,
City of Gastonia - (NC),NC,719019.0,28220.0,7027.0,Municipal,.,.,.,58.0,0.0,SERC,0.0,749785.0,,,,,,,,
GreyStone Power Corporation,GA,2866003.0,135590.0,7090.0,Cooperative,86.4,1.61,53.664596,137.0,0.0,SERC,0.0,2947126.0,SOCO,0.0,0.0,0.0,,60.0,204.39,
City of Geneva- (IL),IL,374831.0,10163.0,7096.0,Municipal,31.827,0.355,89.653521,33.0,0.0,RFC,4140.0,390947.0,PJM,0.0,0.0,0.0,,,,
City of Georgetown - (TX),TX,645511.0,26842.0,7129.0,Municipal,.,.,.,35.0,24.0,TRE,0.0,1118125.0,ERCO,0.0,0.0,0.0,,,,
Georgia Power Co,GA,84700194.0,2572624.0,7140.0,Investor Owned,141.75,1.27,111.61417,2500.0,2000.0,SERC,62612309.0,29147341.0,,,,,391092.489,41336.0,0.0,
Gibson Electric Members Corp,TN,815877.0,34832.0,7174.0,Cooperative,108.75,1.602,67.883895,72.0,0.0,SERC,0.0,926260.0,,,,,,,,
City of Gillette - (WY),WY,325478.0,15787.0,7222.0,Municipal,.,.,.,29.0,0.0,WECC,212490.0,136508.0,WAUW,0.0,0.0,0.0,,,,
"Glades Electric Coop, Inc",FL,329413.0,16540.0,7264.0,Cooperative,311.174,3.195,97.394053,42.0,0.0,FRCC,0.0,352634.0,SEC,512.43,0.0,512.43,577.0,,,
City of Glasgow - (KY),KY,263197.0,7474.0,7270.0,Municipal,.,.,.,23.0,14.0,SERC,0.0,273867.0,,,,,,,,
City of Glendale - (CA),CA,996036.0,89564.0,7294.0,Municipal,.,.,.,108.0,35.0,WECC,80611.0,2655664.0,LDWP,0.0,0.0,0.0,12645.0,,,
Raccoon Valley Electric Cooperative,IA,138551.0,2738.0,7303.0,Cooperative,.,.,.,50.0,26.0,MRO,0.0,146985.0,MISO,0.0,0.0,0.0,0.0,,,
